score_id,key,segment_start,melody_vector,final_score
11603002,A,272,"[0, 0, 0, 0, 1, 13, 13, 13, 4, 13, 13, 13, 1, 13, 13, 13, 3, 13, 13, 13, 1, 13, 13, 13, 11, 13, 13, 13, 1, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 6, 13, 13, 13, 5, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",100.98938136033581
11603002,A,92,"[0, 0, 0, 0, 1, 13, 13, 13, 4, 13, 13, 13, 1, 13, 13, 13, 3, 13, 13, 13, 1, 13, 13, 13, 11, 13, 13, 13, 1, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 6, 13, 13, 13, 4, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",112.3234748418501
11603002,A,272,"[0, 0, 0, 0, 1, 13, 13, 13, 4, 13, 13, 13, 1, 13, 13, 13, 3, 13, 13, 13, 1, 13, 13, 13, 11, 13, 13, 13, 1, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 6, 13, 13, 13, 5, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",115.15327834624536
2973436,C,32,"[5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0]",167.84010745532532
2973436,C,4,"[5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8]",163.51108523644407
2973436,C,24,"[5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0]",153.2474113724305
2973436,C,8,"[5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0]",138.64705011114575
2973436,C,56,"[5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0]",126.59829146798928
2973436,C,60,"[5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8]",160.96038440400878
2973436,C,52,"[5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 13, 0, 0, 5, 8, 0, 12, 1, 12, 0, 8, 1, 12, 0, 8, 1, 12, 0, 8]",158.95391123725304
